p_id,name,brand,category,colour,price,price_tier,avg_rating,ratingCount,is_rated,bayesian_rating,confidence_score,confidence_tier,occasion,fabric,length,pattern,print_type,neck,sleeve_length,wash_care,trend,pockets,waistband,closure,desc_length,description_clean,img
17570328,SHOWOFF Women Blue Wide Leg High-Rise Low Distress Heavy Fade Stretchable Jeans,SHOWOFF,Jeans,Blue,4845.0,Premium,,0,False,,,Unrated,Casual,Elastane,Cropped,,,,,Dry Clean,,6 and more,Elasticated,Drawstring,192,"Dark shade, heavy fade blue jeans Wide leg, high-rise Low distress Stretchable 6 pocket Length: cropped Elastane Dry Clean Fit: Wide Leg Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17570328/2022/3/17/9f682f16-5436-486b-a88b-cea340a2cb131647524123758SHOWOFFWomenBlueWideLegHigh-RiseLowDistressHeavyFadeStretcha1.jpg
17570446,SHOWOFF Women Blue Boyfriend Fit High-Rise Low Distress Light Fade Stretchable Jeans,SHOWOFF,Jeans,Blue,3720.0,Premium,,0,False,,,Unrated,Casual,Elastane,Cropped,,,,,Dry Clean,,4,Elasticated,Zip Fly,193,"Dark shade, light fade blue jeans Boyfriend fit, high-rise Low distress Stretchable 4 pocket Length: cropped Dry Clean Fit: Boyfriend Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17570446/2022/3/19/e88937cb-6d56-47f6-ba12-22ef2a7ff2b41647678607744SHOWOFFWomenBlueBoyfriendFitHigh-RiseLowDistressLightFadeStr1.jpg
17777432,Code 61 Women Blue Wide Leg High-Rise Light Fade Acid Wash Stretchable Jeans,Code 61,Jeans,Blue,3099.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Dry Clean,The Retro Taper,5,Without belt loops,Button and Zip,204,"Medium shade, light fade blue jeans Wide leg, high-rise Clean look Stretchable Acid wash 5 pocket Length: cropped 98%Cotton 2%Elastane Fit: Wide Leg Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17777432/2022/4/6/7a7f2f83-8c48-4e9f-9fa3-66f0b4810b4e1649240890065Code61WomenBlueWideLegHigh-RiseLightFadeAcidWashStretchableJ1.jpg
17778506,RAREISM Women Blue High-Rise Light Fade Jeans,RAREISM,Jeans,Blue,3799.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Hand Wash,,5,With belt loops,Button and Zip,203,"Medium shade, light fade blue jeans Regular fit, high-rise Clean look Non stretchable 5 pocket Length: cropped Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28Cotton Hand wash",http://assets.myntassets.com/assets/images/17778506/2022/4/6/cd2140ef-7b86-4624-a172-2d2d2d66e88c1649236964467RAREISMWomenHigh-RiseLightFadeJeans1.jpg
17777200,KASSUALLY Women Charcoal Wide Leg High-Rise Embroidered Stretchable Jeans,KASSUALLY,Jeans,Charcoal,2499.0,Mid,3.286,7,True,4.001,48.6,Medium,Casual,Cotton,Cropped,,,,,Machine Wash,,4,With belt loops,Button and Zip,232,"Dark shade, no fade charcoal jeans Wide leg, high-rise Clean look Stretchable Embroidered 4 pocket Length: cropped Cotton & Elastane Machine wash Fit: Wide Leg Stretchable Size worn by the model: 28 Waist: 26"" Hips: 37"" Height: 5'7""",http://assets.myntassets.com/assets/images/17777200/2022/4/11/d7b23c77-a968-4cf5-ab33-6ff664d7cb541649673466150-KASSUALLY-Women-Jeans-3051649673465437-1.jpg
17946218,FOREVER 21 Women Black Printed Mid-Rise Jeans,FOREVER 21,Jeans,Black,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,210,"Dark shade, no fade black jeans Regular fit, mid-rise Clean look Non stretchable Zip 5 pocket Length: cropped Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28100% Cotton Machine wash",http://assets.myntassets.com/assets/images/17946218/2022/4/20/bf31104b-65a0-492a-afa5-116e1cc25dec1650437025090FOREVER21WomenBlackLowDistressJeans1.jpg
17916520,TARAMA Women Blue High-Rise Stretchable Jeans,TARAMA,Jeans,Blue,2699.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,With belt loops,Button and Zip,280,"Light shade, no fade blue jeans Mom fit, high-rise Clean look Stretchable 4 pocket Length: cropped Fit: Mom Fit Stretchable The model (height 5'8) is wearing a size 28 Denim, Machine wash cold, with like colors. Do not bleach. Tumble dry low. Warm iron if needed. Do not dry clean",http://assets.myntassets.com/assets/images/17916520/2022/4/19/ec9b0fb8-8170-4218-933f-9b04f5f0d8691650346912379TARAMAWomenBlueHigh-RiseStretchableJeans1.jpg
17955846,ZALORA BASICS Women Blue Regular Fit High-Rise Slash Knee Jeans,ZALORA BASICS,Jeans,Blue,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,204,"Medium shade, no fade blue jeans Regular fit, high-rise Slash knee Non stretchable 5 pocket Length: cropped Cotton Machine wash Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17955846/2022/4/20/6c9b994e-3015-41da-93ce-4c86582e4e951650454878387Jeans1.jpg
17893326,OXXO Women Brown Regular Fit Stretchable Jeans,OXXO,Jeans,Brown,3499.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,240,"Coloured shade, no fade brown jeans Regular fit, mid-rise Clean look Stretchable 5 pocket Length: regular 62% Cotton, 29% lyocell 6% polyester 3% Elastane Machine wash Fit: Regular Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17893326/2022/5/19/e36a750a-e34a-4952-8f25-15fcacb2164e1652952649388-OXXO-Women-Trousers-7941652952648522-1.jpg
17929568,BoStreet Women Blue Tapered Fit High-Rise Light Fade Jeans,BoStreet,Jeans,Blue,2199.0,Mid,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,2,With belt loops,Slip-On,236,"Light shade, light fade blue jeans Tapered fit, high-rise Clean look Non stretchable 2 pocket Length: regular Fit: Tapered Fit Non Stretchable The model (height 5'8) is wearing a size 2870% Cotton 30% Polyester, Normal Wash Machine Wash",http://assets.myntassets.com/assets/images/17929568/2022/4/19/b22537d0-2959-43d1-bc81-dedb2d983b1f1650354721745BoStreetWomenBlueTaperedFitHigh-RiseHighlyDistressedLightFad1.jpg
17929592,BoStreet Women Blue Mildly Distressed Heavy Fade Jeans,BoStreet,Jeans,Blue,1699.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,Frayed Denim,2,With belt loops,Button and Zip,235,"Light shade, heavy fade blue jeans Mom fit, mid-rise Mildly distressed Non stretchable 2 pocket Length: cropped 70% Cotton 30% Polyester, Normal Wash Machine Wash Fit: Mom Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17929592/2022/4/19/6deb29c9-1507-4f5d-998d-170546237db31650351853400BoStreetWomenBlueMildlyDistressedHeavyFadeJeans1.jpg
17850140,DOLCE CRUDO Women Navy Blue Skinny Fit High-Rise Stretchable Jeans,DOLCE CRUDO,Jeans,Navy Blue,4249.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,Without belt loops,Button Fly,300,"Dark shade, no fade navy blue jeans Skinny fit, high-rise Clean look Stretchable 3 pocket Length: cropped Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 2869% Cotton, 29% Polyester 2% Elastane Machine wash cold with like colors, wash inside out, do not tumble dry, do not bleach",http://assets.myntassets.com/assets/images/17850140/2022/4/11/580def58-c601-4886-90ff-69def06d41e81649677064564DOLCECRUDOWomenNavyBlueSkinnyFitHigh-RiseStretchableJeans2.jpg
17892034,Miss Poem Women Grey Light Fade Stretchable Jeans,Miss Poem,Jeans,Grey,2799.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,217,"Medium shade, light fade grey jeans Regular fit, mid-rise Clean look Stretchable 5 pocket Length: regular Fit: Regular Fit Stretchable The model (height 5'8) is wearing a size 2897% Cotton and 3% Elastane Machine Wash",http://assets.myntassets.com/assets/images/17892034/2022/5/11/9e2aa80d-51ae-43a5-8135-9dabd12021cd1652265720041-Miss-Poem-Women-Trousers-2391652265719709-1.jpg
17955798,ZALORA BASICS Women Blue Slim Fit Low-Rise Cotton Jeans,ZALORA BASICS,Jeans,Blue,2699.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,230,"Light shade, no fade blue jeans Slim fit, low-rise Clean look Non stretchable 5 pocket Length: cropped Fit: Slim Fit Non Stretchable The model (height 5'8) is wearing a size 28 65% Cotton, 33% Polyester, 2% Elastane ; Machine Wash",http://assets.myntassets.com/assets/images/17955798/2022/4/20/d6ce622c-17b9-49b7-9d7d-f9928f40d3471650461182290Jeans1.jpg
17912810,RAREISM Women Blue High-Rise Cropped Stretchable Jeans,RAREISM,Jeans,Blue,3799.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Hand Wash,,5,With belt loops,Button and Zip,191,"Dark shade, no fade blue jeans Regular fit, high-rise Clean look Stretchable 5 pocket Length: cropped Cotton Hand wash Fit: Regular Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17912810/2022/4/18/4f555203-c117-47a1-85a7-d3083d303b851650277262786RAREISMWomenBlueHigh-RiseJeans1.jpg
17955860,ZALORA BASICS Women Blue High-Rise Striped Jeans,ZALORA BASICS,Jeans,Blue,2899.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,With belt loops,Button and Zip,230,"Medium shade, no fade blue jeans Regular fit, high-rise Clean look Non stretchable Printed 4 pocket Length: cropped Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 2875% Cotton, 25% Polyester Machine Wash",http://assets.myntassets.com/assets/images/17955860/2022/4/21/bb3aea23-2876-48d4-bc88-175af14a0bec1650517686875Jeans1.jpg
18171266,elleven Women Grey Jeans,elleven,Jeans,Grey,1399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,222,"Dark shade, no fade grey jeans Regular fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped 70% Cotton 27% Polyester 3% Lycra Machine WashRegular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18171266/2022/5/6/cab30ed5-09d5-4ce7-bb8a-b75101c8f8e01651824389137ellevenWomenGreyTrousers1.jpg
18142614,SHOWOFF Women Lavender Jogger High-Rise Cuffed Hem Stretchable Jeans,SHOWOFF,Jeans,Lavender,4655.0,Premium,,0,False,,,Unrated,Casual,Elastane,Cropped,,,,,Machine Wash,,6 and more,Elasticated,Drawstring,205,"Coloured shade, no fade lavender jeans Jogger, high-rise Clean look Stretchable Cuffed hem 6 pocket Length: cropped Elastane Machine Wash Fit: Jogger Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18142614/2022/5/4/c1076cb5-45ac-4e1a-a06b-90154ade8a441651652788232SHOWOFFWomenLavenderJoggerHigh-RiseLowDistressCuffedHemStret1.jpg
18142596,SHOWOFF Women Blue Jogger High-Rise Low Distress Heavy Fade Cuffed Hem Stretchable Jeans,SHOWOFF,Jeans,Blue,4500.0,Premium,,0,False,,,Unrated,Casual,Elastane,Cropped,,,,,Machine Wash,,4,Elasticated,Button and Zip,222,"Medium shade, heavy fade blue jeans Jogger, high-rise Low distress Stretchable Cuffed hem 4 pocket Length: cropped Comes with a belt Elastane Machine Wash Fit: Jogger Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18142596/2022/5/4/7065beb3-ab99-4be3-9fff-84e1f826c5231651652746680SHOWOFFWomenBlueJoggerHigh-RiseLowDistressHeavyFadeCuffedHem1.jpg
18210190,Cantabil Women Navy Blue Jean Straight Fit Stretchable Jeans,Cantabil,Jeans,Navy Blue,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,232,"Dark shade, no fade navy blue jeans Straight fit, mid-rise Brand Fit: jean Clean look Stretchable 5 pocket Length: regular Gentle Machine Wash Brand Fit: Jean Fit: Straight Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18210190/2022/5/10/c0f5fa24-ae26-46b4-9235-5ece9e62df9b1652164714814CantabilWomenNavyBlueJeanStraightFitStretchableJeans1.jpg
18208328,ELLE Women Grey High-Rise Heavy Fade Stretchable Cotton Crop Jeans,ELLE,Jeans,Grey,3499.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,With belt loops,Button and Zip,205,"Coloured shade, heavy fade grey jeans Regular fit, high-rise Clean look Stretchable 4 pocket Length: cropped Cotton Machine wash onlyFit: Regular Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18208328/2022/5/10/86325e0c-64b7-4177-a61d-b4e92eaf8f471652157543517ELLEWomenGreyHigh-RiseHeavyFadeStretchableJeans1.jpg
18192322,Next One Women Navy Blue Comfort Skinny Fit High-Rise Stretchable Jeans,Next One,Jeans,Navy Blue,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,Elasticated,Button and Zip,236,"Dark shade, no fade navy blue jeans Skinny fit, high-rise Brand Fit: comfort Clean look Stretchable 4 pocket Length: cropped General Machine Wash Brand Fit: Comfort Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18192322/2022/5/10/72dc0270-b096-4117-95cd-4049f07f482c1652127303797NextOneWomenNavyBlueComfortSkinnyFitHigh-RiseStretchableJean1.jpg
18147722,Vero Moda Women Green Skinny Fit High-Rise Slash Knee Jeans,Vero Moda,Jeans,Green,3999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,195,"Light shade, no fade green jeans Skinny fit, high-rise Slash knee Non stretchable 5 pocket Length: cropped Machine Wash Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18147722/2022/5/4/2912e1c8-03f4-46cd-8269-31ac84e13a451651660588638Jeans1.jpg
18264240,AMERICAN EAGLE OUTFITTERS Women Blue Slim Fit Jeans,AMERICAN EAGLE OUTFITTERS,Jeans,Blue,4499.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,214,"Dark shade, no fade blue jeans Slim fit, mid-rise Clean look Non stretchable 5 pocket Length: regular 84% Cotton 10% T400 6% Elastane Machine WashSlim Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18264240/2022/5/13/0e56063b-48d2-47de-954f-ee7f3614f4891652448327060AMERICANEAGLEOUTFITTERSWomenBlueSlimFitJeans1.jpg
18338934,Next One Women Blue Comfort Skinny Fit High-Rise Low Distress Light Fade Jeans,Next One,Jeans,Blue,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,Without belt loops,Button Fly,262,"Light shade, light fade blue jeans Skinny fit, high-rise Brand Fit: comfort Low distress Non stretchable 4 pocket Length: cropped 98% Cotton & 2% Elastane Machine Wash Brand Fit: Comfort Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18338934/2022/5/19/f7e7389a-1e91-40c7-94af-e1856be8909b1652964983777NextOneWomenBlueComfortSkinnyFitHigh-RiseLowDistressLightFad1.jpg
18456006,ZHEIA Women Blue Relaxed Fit High-Rise Stretchable Jeans,ZHEIA,Jeans,Blue,2299.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,228,"Dark shade, no fade blue jeans Relaxed fit, high-rise Clean look Stretchable 5 pocket Length: cropped Cotton MACHINE WASH COLD / TUMBLE DRY LOW / WARM IRON Fit: Relaxed Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18456006/2022/5/27/ad4fbbb7-1d24-4d9a-81c9-4d646190da2a1653629655787Jeans1.jpg
18410230,TALES & STORIES Women Blue Mildly Distressed Light Fade Jeans,TALES & STORIES,Jeans,Blue,2599.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,With belt loops,Button and Zip,212,"Light shade, light fade blue jeans Regular fit, mid-rise Mildly distressed Non stretchable 4 pocket Length: cropped Cotton Machine Wash Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18410230/2022/5/24/67dcd859-86a8-4d56-8538-dbbbd1a3f8be1653395159877Jeans1.jpg
18473518,Chemistry Women Blue Mid Rise Flared Jeans,Chemistry,Jeans,Blue,2699.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,4,Without belt loops,Button and Zip,208,"Light shade, no fade blue jeans Flared, mid-rise Clean look Non stretchable 4 pocket Length: regular 99% Cotton, 1% Spandex Machine wash Fit: Flared Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18473518/2022/7/27/f3ee6964-3b24-4520-8e04-8901e20114661658946112322ChemistryWomenBlueFlaredJeans1.jpg
18318924,abof Women Blue Skinny Fit Low Distress Light Fade Jeans,abof,Jeans,Blue,1499.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Zip Fly,211,"Dark shade, light fade blue jeans Skinny fit, mid-rise Low distress Non stretchable 5 pocket Length: cropped Cotton Blend, Machine Wash Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18318924/2022/5/18/15228f74-9c42-476a-a2aa-5afddb34b18d1652880593136abofWomenBlueSkinnyFitLowDistressLightFadeJeans1.jpg
18439034,20Dresses Women Blue Mildly Distressed Light Fade Jeans,20Dresses,Dress,Blue,2995.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,313,"Medium shade, light fade blue jeans Regular fit, mid-rise Mildly distressed Non stretchable 5 pocket Length: cropped Cotton & Spandex Machine Wash Mild Detergent Wash separately or with similar colours Do not Bleach Tumble Dry Warm Iron Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18439034/2022/6/13/1fb100df-5f43-4f3d-87c5-a518a2d8bd3d1655144495082-20Dresses-Women-Blue-Mildly-Distressed-Light-Fade-Jeans-6216-1.jpg
18453774,Crimsoune Club Women Blue Skinny Fit Light Fade Stretchable Jeans,Crimsoune Club,Jeans,Blue,2299.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,221,"Dark shade, light fade blue jeans Skinny fit, mid-rise Clean look Stretchable 5 pocket Length: cropped 79%Cotton 19%Polyester 2%Elastane Machine Wash Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18453774/2022/5/27/58ddd491-8551-4f96-a341-f47054b5f08d1653660197346CrimsouneClubWomenBlueSolidLightFadeJeans1.jpg
18338938,Next One Women Blue Comfort Skinny Fit High-Rise Jeans,Next One,Jeans,Blue,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,Without belt loops,Button Fly,257,"Light shade, no fade blue jeans Skinny fit, high-rise Brand Fit: comfort Clean look Non stretchable 4 pocket Length: cropped Brand Fit: Comfort Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28 98% Cotton & 2% Elastane Machine Wash",http://assets.myntassets.com/assets/images/18338938/2022/5/19/33ad76f0-2586-4b12-bd04-a7b4a99b40371652964985354NextOneWomenBlueComfortSkinnyFitHigh-RiseJeans1.jpg
18338904,Next One Women Blue Comfort Skinny Fit High-Rise Jeans,Next One,Jeans,Blue,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,With belt loops,Button and Zip,256,"Dark shade, no fade blue jeans Skinny fit, high-rise Brand Fit: comfort Clean look Non stretchable 4 pocket Length: cropped 98% Cotton & 2% Elastane Machine Wash Brand Fit: Comfort Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/18338904/2022/5/19/68527c69-f040-4580-813e-3152be369e591652965093445NextOneWomenBlueComfortSkinnyFitHigh-RiseJeans1.jpg
